Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
9003,13918068,parasme,"2025-06-03 04:59:45",0.77511,1,parasme
9004,13918221,"Siddhant Chalke","2025-06-03 15:01:15",0.77511,2,siddhantchalke25
9005,13918263,"Cheng Feng","2025-06-03 05:52:31",0.77511,1,chengfeng0308
9006,13918296,"Fatih Naufal Habibillah","2025-06-03 05:59:43",0.77511,1,sg2alok
9007,13918332,"Dibyajit Nandi","2025-06-03 07:14:54",0.77511,3,dibyajitnandi
9008,13918358,"Ansh Khanna04","2025-06-03 06:45:58",0.77511,1,anshkhanna04
9009,13918801,yunhehebupt,"2025-06-03 07:54:44",0.77511,1,yunhehebupt
9010,13918922,olivia-liew,"2025-06-03 08:03:21",0.77511,1,olivialiew
9011,13918979,"donnie zhang","2025-06-03 08:14:10",0.77511,1,donniezhang
9012,13919003,"Jackie Gun","2025-06-03 08:25:40",0.77511,10,jackiegun
9013,11703521,zhaojunxi,"2025-06-03 08:32:18",0.77511,1,zhaojunxi
9014,13919157,Wbest,"2025-06-03 08:51:12",0.77511,1,bestw123
9015,13917330,"hiroki imori","2025-06-03 08:52:02",0.77511,3,imori17
9016,13919174,"Ashit Maben","2025-06-03 08:57:02",0.77511,1,ashitmaben
9017,13919190,蚂蚁的希望,"2025-06-03 09:00:36",0.77511,1,lixm24
9018,13919191,"qingzheng li","2025-06-03 09:02:54",0.77511,2,qzliii
9019,11691735,sy1128,"2025-06-03 09:06:42",0.77511,1,sy1128
9020,13919238,"arun Bajor","2025-06-03 09:12:14",0.77511,2,arunbajor
9021,13919244,"Zoljargal Gantumur","2025-06-03 09:11:08",0.77511,1,zoloogg
9022,13919310,"LILY AMY","2025-06-03 09:25:58",0.77511,1,lilyamy
9023,13919320,"Aprameyya Garg","2025-06-03 09:29:35",0.77511,1,aprameyyagarg
9024,13919477,MasStim,"2025-06-03 10:07:58",0.77511,1,masstim
9025,11682641,songhao,"2025-06-03 11:13:09",0.77511,3,songhao666
9026,13919810,"Sepribo Braide","2025-06-03 11:53:56",0.77511,3,sepribobraide
9027,13919872,"Edwin Soeryadjaya","2025-06-03 11:47:27",0.77511,1,edwinsoeryadjaya
9028,13919987,zoranpav71,"2025-06-03 12:19:47",0.77511,1,zoranpav71
9029,13919988,"Eliyahu Nezri","2025-06-03 12:20:02",0.77511,1,eliyahunezri
9030,13920054,"Pan Yunyun","2025-06-03 12:33:35",0.77511,1,panyunyun
9031,13920067,"Heather van Diemen","2025-06-03 13:29:45",0.77511,2,heathervandiemen
9032,13920116,ktrace,"2025-06-03 12:49:51",0.77511,1,ktrace
9033,13920529,"Luekar Herke","2025-06-03 14:11:36",0.77511,1,luekarherke
9034,13920582,"Miriam Mora","2025-06-03 14:23:21",0.77511,1,miriammora
9035,13920598,"Chinonso Nwishienyi","2025-06-03 14:25:37",0.77511,1,chinonsonwishienyi
9036,13920620,Prodthean,"2025-06-03 14:30:14",0.77511,1,prodthean
9037,13920521,"Степан Кожакин","2025-06-03 14:40:50",0.77511,2,gigilocha
9038,13920701,"Polly PY Sze","2025-06-03 14:45:45",0.77511,1,pollypysze
9039,13849562,Chaeyeon825,"2025-06-03 15:17:53",0.77511,3,chaeyeon825
9040,13920853,"yuan Johnie","2025-06-03 15:21:05",0.77511,1,yuanjohnie
9041,13920880,"suyash #2","2025-06-03 15:25:07",0.77511,1,suyi12
9042,13920532,RafaRodriguez19,"2025-06-03 15:27:23",0.77511,8,rafarodriguez19
9043,13531463,howardzzhtx,"2025-04-04 15:00:48",0.77272,1,howardzzhtx
9044,13611338,"Andrew -","2025-04-05 15:25:31",0.77272,2,andrewisb23
9045,13605203,"Daniel Kareti","2025-04-04 19:10:49",0.77272,4,dkareti
9046,13613656,"Daokk i","2025-04-05 03:54:28",0.77272,1,daokki
9047,13616951,R0manZ,"2025-04-05 15:29:17",0.77272,7,r0manz
9048,13590842,"Odysseas Kalaitsidis","2025-04-07 14:40:39",0.77272,4,odysseaskalaitsidis
9049,13618948,"Mike Zeng 2009","2025-04-06 01:43:37",0.77272,1,mikezeng2009
9050,13583152,"Karthika T","2025-04-06 05:50:45",0.77272,3,ikarthiganesh
9051,13620902,"Mahdi Farmahini Farahani","2025-04-06 11:09:25",0.77272,1,aradfarahani
9052,13621476,"Deep Raval","2025-04-06 13:12:18",0.77272,1,deepraval08
9053,13623082,ggeskarona,"2025-04-06 19:30:47",0.77272,2,ggeskarona
9054,13623425,"talgat Aiyl","2025-04-06 21:31:59",0.77272,1,talgataiyl
9055,13454860,"Fuga Shimosako","2025-04-17 09:34:59",0.77272,13,fugashimosako
9056,13627085,"Ilya Usoltsev","2025-04-10 11:19:26",0.77272,3,ilyausoltsev
9057,13582514,"Evelin Alim Natadjaja","2025-04-07 14:34:17",0.77272,7,evelinalim
9058,13590454,"Menglong Cui","2025-04-07 14:37:06",0.77272,3,menglongcui
9059,13628003,"Nebiyu Danel","2025-04-07 17:00:51",0.77272,5,nebiyudanil
9060,13628969,"Swaathi B","2025-04-07 18:27:30",0.77272,4,swaathi1409
9061,13627234,"Abhishek #61","2025-04-11 11:42:50",0.77272,14,abhishekkujur19
9062,13629839,"Bruce Walker","2025-04-07 21:05:16",0.77272,1,bdwalker1
9063,13630153,"Amr Shariff","2025-04-07 23:10:54",0.77272,1,amrshariff
9064,13630875,"Kiran Naralasetty","2025-04-08 03:20:19",0.77272,1,kirannaralasetty
9065,13631032,はくんこ,"2025-04-08 07:24:44",0.77272,2,h4kunk0
9066,5383532,"Yuya Matsumoto #2","2025-04-08 08:12:11",0.77272,1,yymtmt
9067,13632993,"Tarun C. N","2025-04-08 10:55:53",0.77272,3,taruncn
9068,13606757,shihyuivan,"2025-04-08 12:27:59",0.77272,1,shihyuivan
9069,13577799,"Thallapelli Karthik","2025-06-03 05:42:57",0.77272,115,thallapellikarthik
9070,13635803,"Roman Zajic","2025-04-08 18:45:50",0.77272,1,romanzajic
9071,13635951,"Zente Szekeres","2025-04-14 17:37:46",0.77272,10,zenteszekeres
9072,13637246,"Jan Henrich Najera","2025-04-10 20:00:00",0.77272,4,janhenrichnajera
9073,5249708,VijayRaghavSharma,"2025-04-09 17:28:59",0.77272,11,vijayraghav57
9074,13640718,"Yaver Memmedli","2025-04-09 13:45:27",0.77272,2,yavermemmedli
9075,4003788,gwang,"2025-04-09 13:23:53",0.77272,3,rothomas
9076,12755606,ClodLingxi,"2025-04-09 14:00:38",0.77272,1,clodlingxi
9077,13643296,"Aryan Tarafdar","2025-04-09 18:59:44",0.77272,6,aryantarafdar
9078,13489863,"Tim Trevino","2025-04-10 14:58:11",0.77272,4,timtrevino
9079,13376589,"Stephanie Richley","2025-04-10 16:23:13",0.77272,19,stephanierichley
9080,13596029,tingtingzhang58,"2025-04-10 06:17:09",0.77272,6,tingtingzhang58
9081,13652289,"Eron paulo","2025-04-10 17:03:35",0.77272,1,eronpaulo
9082,13653257,"Chaganti Sreemanth","2025-04-11 03:15:40",0.77272,3,chagantisreemanth
9083,13653817,mgsato,"2025-04-11 02:22:26",0.77272,5,mgsato
9084,13653811,"Sinsubin ali","2025-04-11 06:34:07",0.77272,10,sinsubinali
9085,13654105,"vinayak naithani","2025-04-11 03:52:01",0.77272,5,vinayaknaithani
9086,13606896,"James Chanda1000","2025-04-11 05:56:03",0.77272,1,jameschanda1000
9087,13648729,"Asumi ei","2025-04-11 09:12:51",0.77272,7,asumiei
9088,13648151,"Million Games","2025-04-11 09:45:18",0.77272,6,milliongames
9089,13655750,Baptisteeeeeee,"2025-04-12 02:29:20",0.77272,3,baptisteeeeeee
9090,13656032,"[Deleted] d7ff4725-7efc-4486-8c56-6ba68d5c6a61","2025-04-11 11:25:58",0.77272,1,del=2e8e9d2a4ede99df
9091,13657087,"Rumman Adib","2025-04-11 15:30:49",0.77272,3,rummanadib
9092,13657490,"Ayan Aibarkyzy","2025-04-11 17:09:10",0.77272,2,ayanaibarkyzy
9093,13657661,"Қабыл Нұрсұлтан","2025-04-11 17:25:29",0.77272,1,sglwewenamy
9094,13657717,"Nursultan Kabyl","2025-04-11 17:37:33",0.77272,1,nursultankabyl
9095,13658764,"Alexandre Yang","2025-04-11 23:37:23",0.77272,1,alexandreyang
9096,13659032,"Rosaline Chen #2","2025-04-12 02:17:35",0.77272,1,cyidian
9097,13659182,"Brayan Alvarez de Leon","2025-04-12 03:25:32",0.77272,1,brayanalvarezdeleon
9098,13657139,"David Ó Tuathail","2025-04-12 08:08:46",0.77272,2,davidtuathail
9099,13660424,wowoii,"2025-04-12 09:52:33",0.77272,2,wowoii
9100,13595248,"Talitha Celin Widjaja","2025-04-12 14:33:49",0.77272,1,talithawidjaja
9101,13629523,"George Ekonomou","2025-04-12 17:11:46",0.77272,3,georgeekonomou
9102,13662853,"Emmanuel Roggers","2025-04-12 20:26:07",0.77272,5,emmanuelroggers
9103,13663697,VoilByte,"2025-04-13 03:29:22",0.77272,1,voile0aa
9104,13663832,"Muhammad Saad00","2025-04-13 06:24:32",0.77272,5,muhammadsaad00
9105,11355921,"Yeo Su Yeon","2025-04-13 07:41:20",0.77272,1,yeosuyeon
9106,13665504,"Smitha Khajekar","2025-04-13 12:45:12",0.77272,1,smithakhajekar
9107,13665133,"Andrei Alexa","2025-04-13 14:33:58",0.77272,4,ercabesa22
9108,13342886,"Ahmad kabir","2025-04-13 14:32:40",0.77272,2,ahmadkabir52
9109,13666350,Toasteduk,"2025-04-13 16:39:23",0.77272,2,toasteduk
9110,13667436,"Borys Bessarab","2025-04-13 23:14:35",0.77272,4,borysbessarab
9111,13342852,"TAHIR MUHAMMAD TALHA ","2025-04-14 00:56:27",0.77272,2,tahirmuhammadtalha
9112,13659313,Odinaka,"2025-04-14 02:41:36",0.77272,2,odinaka541
9113,13477056,TOMICK39,"2025-04-14 02:51:27",0.77272,4,tomick39
9114,13668291,XTlikerun,"2025-04-27 12:16:41",0.77272,2,xtlikerun
9115,13668588,"Issac #2","2025-04-14 05:34:03",0.77272,1,issacamine
9116,13669543,"Fanon Kaberia","2025-04-14 08:35:44",0.77272,1,fanong
9117,11355915,shota_maruino,"2025-04-14 09:34:39",0.77272,4,shotamaruino
9118,13670846,ppupka,"2025-04-14 13:07:58",0.77272,1,ppupka
9119,13670172,"wang wu","2025-04-14 13:39:16",0.77272,7,xxxxxq1111
9120,9340621,RLakshminarayanan,"2025-04-14 13:44:14",0.77272,2,rlakshminarayanan
9121,13670994,"Carl Meijer","2025-04-14 15:29:35",0.77272,3,carlmeijer
9122,13498120,"Keying Zhu","2025-04-15 05:27:05",0.77272,2,keyingzhu
9123,13671921,"Seohee Han","2025-04-14 16:42:22",0.77272,1,seoheeh
9124,13273504,"Aidan Gantt","2025-04-14 23:28:31",0.77272,4,aidangantt
9125,13673232,"Neil Latham","2025-04-17 22:29:29",0.77272,3,neillatham
9126,13673360,"Kamil Ahmed123","2025-04-16 20:37:31",0.77272,4,kamilahmed123
9127,13292606,"Saniya Webb white","2025-04-15 02:16:57",0.77272,5,saniyawebbwhite
9128,13292525,"Zach Bishop","2025-04-15 03:50:36",0.77272,5,zachbishop1
9129,13675132,"Dongling Chen","2025-04-15 08:21:57",0.77272,4,donglingchen
9130,13675705,"Gabriel Rahbar","2025-04-15 10:18:08",0.77272,1,gabrielrahbar
9131,13676120,faditota,"2025-04-15 11:56:26",0.77272,1,faditota
9132,13676706,"anas emad mousa","2025-04-15 14:01:06",0.77272,1,anasemadmousa
9133,13663536,sat_3104,"2025-04-15 14:01:45",0.77272,12,sat3104
9134,13677099,"Mridhul Sharma","2025-04-15 15:20:48",0.77272,1,mridhulsharma
9135,13678034,"Jana Taleb","2025-04-17 20:35:26",0.77272,6,janataleb
9136,13678587,SANGEETHA_K_T,"2025-04-15 22:48:43",0.77272,1,sangeethakt
9137,13678832,MertMertcan,"2025-04-16 00:41:53",0.77272,1,mert2can
9138,12384464,gardien,"2025-04-16 05:46:45",0.77272,2,gardienksks
9139,13680693,s_ooyama,"2025-04-16 09:26:26",0.77272,1,sooyama
9140,13680757,"Darshan Pareek","2025-04-16 09:40:58",0.77272,1,darshanpareek
9141,13555361,"Shen Yujie123","2025-04-16 12:11:28",0.77272,3,shenyujie123
9142,7189995,"Diego Petrola","2025-04-17 09:08:36",0.77272,3,diegopetrola
9143,13681774,(__),"2025-04-17 06:52:58",0.77272,2,architektur
9144,13683010,Edwardd24,"2025-04-16 17:56:38",0.77272,1,edwardd24
9145,13681207,MStawinska,"2025-04-16 18:34:22",0.77272,3,mstawinska
9146,13481464,"hideaki kinugawa","2025-04-17 05:58:02",0.77272,15,hideakikinugawa
9147,13679750,オシリカン,"2025-04-21 09:18:05",0.77272,9,perfectoshi
9148,13680970,pabl0wski,"2025-04-29 08:10:24",0.77272,8,pabl0wski
9149,13673822,ChihiroM,"2025-04-18 04:51:21",0.77272,8,chihirom
9150,13674204,"Shawn Suun","2025-04-18 04:41:16",0.77272,16,shawnsuun
9151,13681466,邓增俊1,"2025-04-17 05:04:11",0.77272,13,dzjss1213
9152,13662697,"ittoku dera","2025-04-19 08:37:52",0.77272,6,itttoku
9153,13685374,"Jiyun Shim","2025-04-17 06:55:25",0.77272,4,jiyunshim
9154,10616720,KW_Torigoe,"2025-04-17 06:59:02",0.77272,1,kwtorigoe
9155,13676607,"Chinmay Chitnis","2025-04-17 12:07:53",0.77272,3,chinmaychitnis
9156,3290965,"Riventus AHA","2025-04-17 12:11:35",0.77272,1,riventus
9157,13687263,lushangfeng,"2025-04-17 13:49:47",0.77272,4,lushangfeng
9158,13687707,AnwitaC_795,"2025-04-17 15:22:37",0.77272,2,anwitac795
9159,153116,"Leon van Bokhorst","2025-04-17 16:48:43",0.77272,5,leonvanbokhorst
9160,13688489,"aonami real","2025-04-17 18:46:50",0.77272,1,aonamireal
9161,13675377,zhangguobo,"2025-04-18 02:16:29",0.77272,12,zhangguobo
9162,13393812,sysuJerry,"2025-04-18 03:12:47",0.77272,2,sysujerry
9163,13691215,"Daniel Grigorev","2025-05-13 22:28:28",0.77272,4,danielgrigorev
9164,13692586,Drago12,"2025-04-18 13:27:06",0.77272,10,drago12
9165,13692840,KISHORE_678,"2025-04-18 13:46:54",0.77272,1,kishore678
9166,13692870,"Enes Arafatoğlu","2025-04-18 13:54:36",0.77272,1,enesarafatoglu
9167,13555899,忍野_忍,"2025-04-19 13:23:44",0.77272,2,shinobuu
9168,13541580,"Ji Yuanjie","2025-04-19 14:06:26",0.77272,1,jiyuanjie
9169,13698505,"William Frisk","2025-04-19 22:46:53",0.77272,7,williamfrisk
9170,13698000,MohitRana24,"2025-04-22 05:26:39",0.77272,10,mohitrana24
9171,13699526,"Kavya Hariharan","2025-04-20 04:12:00",0.77272,1,kavyyh
9172,3676228,TDPUA_IT_GRIET,"2025-04-23 04:40:23",0.77272,3,"annamrajenderreddy,nvgraju2018,sarwarpasha,srunithkumar"
9173,3612162,yiqi2qi,"2025-04-23 21:49:53",0.77272,13,yiqi2qi
9174,13561436,洛琪希016,"2025-04-20 07:03:25",0.77272,1,roxy016
9175,13700256,"Michal Kuspit #2","2025-04-20 08:31:35",0.77272,1,qsp2809
9176,13700297,"Rahul Singh #22","2025-04-20 09:14:33",0.77272,1,rsingh0810
9177,13541126,hotmagicfish,"2025-04-20 11:32:19",0.77272,1,hotmagicfish
9178,13701789,AbMalek,"2025-04-20 15:51:10",0.77272,1,abmalek
9179,13701925,"Lee Fingor","2025-04-21 02:32:40",0.77272,2,leefingor
9180,12676906,"Andrew C Boardman83","2025-04-20 18:32:34",0.77272,1,andrewcboardman83
9181,12387184,"Salem Fradi","2025-04-20 21:17:35",0.77272,4,salemfradi
9182,13703715,zjy朱佳一,"2025-04-21 02:54:27",0.77272,1,zjy13939061426
9183,13668332,大和勇飛,"2025-04-21 05:43:12",0.77272,7,hiyamayuto
9184,13704196,"Reiko Matsushita","2025-04-21 05:08:41",0.77272,3,reikomatsushita
9185,13668427,Horikawa_Fuka,"2025-04-21 06:02:23",0.77272,7,horikawafuka
9186,13668377,"silf siranui","2025-04-21 06:18:53",0.77272,4,silfsiranui
9187,13704469,Cindy_N_Angel,"2025-04-21 06:31:33",0.77272,2,cindynangel
9188,13496958,MasanoriTakada,"2025-04-21 08:06:41",0.77272,1,masatakada
9189,13706677,"Michael Williams #2","2025-04-21 20:18:58",0.77272,4,aicybermission
9190,13707009,"xing zhang208","2025-04-21 16:06:03",0.77272,1,xingzhang208
9191,13707253,"Omar Waleed","2025-04-21 17:15:32",0.77272,1,omarwaleed09
9192,13707867,"Eddie Chen #2","2025-04-21 20:22:28",0.77272,2,eddiechn1
9193,13708898,Baohong,"2025-04-22 06:04:29",0.77272,5,baohong
9194,13709684,"Narongsak Boonvut","2025-04-22 06:37:04",0.77272,1,narongsakboonvut
9195,13709686,"st yang","2025-05-12 07:56:36",0.77272,4,sty624
9196,13710605,"Jinwei Shi171717","2025-04-22 09:26:37",0.77272,1,jinweishi171717
9197,13710614,jdysaw,"2025-04-22 09:29:01",0.77272,1,jdysaw
9198,13712573,"Anthony Giacoio","2025-04-22 16:29:24",0.77272,10,anthonygiacoio
9199,13712881,Catlings,"2025-04-22 17:49:15",0.77272,2,catlings
9200,13713413,Dinazybr,"2025-04-22 21:05:00",0.77272,4,dinazybr
9201,13714191,KyleShanley,"2025-04-23 03:12:34",0.77272,7,kyleshanley
9202,13714405,"Kintei Sya","2025-04-23 03:21:30",0.77272,4,kinteisya
9203,13714839,"okada rin","2025-04-23 06:10:45",0.77272,2,okadarin
9204,13715222,"Ayana Damtew","2025-04-23 07:19:43",0.77272,1,ayanadamtew
9205,13715267,"Karan Chourasiya","2025-04-23 07:28:06",0.77272,1,karanchourasiya
9206,13715584,"Leo Bayoumi","2025-04-26 14:02:12",0.77272,2,leobayoumi
9207,13356634,"Shashika Raveen Yasas","2025-04-24 07:25:25",0.77272,2,shashikaraveen
9208,13689366,Keigo,"2025-04-24 10:52:10",0.77272,4,keigomori
9209,13715852,"Mikołaj Wrzesiński","2025-04-23 10:12:10",0.77272,5,mikoajwrzesiski
9210,13716435,Chenyifan12312432,"2025-04-23 12:16:31",0.77272,3,chenyifan12312432
9211,13357273,"Michał Orlewski","2025-04-23 12:27:42",0.77272,2,michaorlewski
9212,13707461,"Lynn Holahan","2025-04-23 12:51:56",0.77272,3,lynnholahan
9213,13680999,"Shuya Mizuno","2025-04-24 02:54:22",0.77272,6,shuyamizuno
9214,13719042,"Ridwan Kabeer","2025-04-24 00:53:27",0.77272,1,ridkabeer097
9215,12858047,"Knt Kjtr","2025-04-24 03:40:27",0.77272,4,kntkjtr
9216,13507469,likelikec,"2025-04-24 05:06:18",0.77272,8,likelikec
9217,13719936,aifatkullina,"2025-04-24 05:50:27",0.77272,1,aifatkullina
9218,13720566,"Abiyyu Rasyiq Muhadzzib","2025-04-24 08:06:48",0.77272,1,abiyyurasyiq
9219,13715755,"Washington #2","2025-04-24 09:14:43",0.77272,4,washingtonlj
9220,13721132,Ting_jiang_jiang,"2025-04-24 09:48:24",0.77272,1,tingjiangjiang
9221,13721043,"Andy WU","2025-04-24 09:59:49",0.77272,4,andywu1209
9222,13616907,"i Augustyniak","2025-04-24 10:20:05",0.77272,12,iaugustyniak
9223,13503778,liuwan5,"2025-04-24 12:11:02",0.77272,5,liuwan5
9224,13717438,"Wojtek Em","2025-04-24 10:41:27",0.77272,2,wojtekem
9225,13721686,"Benny Adenugba-Omonubi ","2025-04-24 13:57:26",0.77272,9,bennyadenugbaomonubi
9226,13721902,"Kim Angkasirisan","2025-04-24 13:25:57",0.77272,5,kimangkasirisan
9227,13721774,zhongweida,"2025-04-26 15:50:39",0.77272,10,zhongweida
9228,13722936,"Ashraful Alam #6","2025-04-24 16:33:07",0.77272,1,ashraful132
9229,13718047,"Ritam Ghosal","2025-04-24 18:15:00",0.77272,3,ritamghosal
9230,13724023,"[Deleted] ab593938-2900-466d-beba-eb83db2b43cc","2025-04-24 20:55:50",0.77272,1,del=92c0d567fdeb6a1e
9231,13724050,raccrank,"2025-04-24 21:04:23",0.77272,1,raccrank
9232,13724702,Sikatuo,"2025-04-25 01:53:37",0.77272,1,sikatuo
9233,13568025,wxwxwxw5,"2025-04-25 02:40:08",0.77272,2,wxwxwxw5
9234,13561646,shaoyuyoung,"2025-04-25 14:13:57",0.77272,2,shaoyuyoung
9235,13727622,"filip ziarko","2025-04-25 15:25:43",0.77272,3,filipziarko
9236,13727559,yixuan_code,"2025-04-25 15:23:19",0.77272,3,yixuancode
9237,13727674,"Hana Mekonenn","2025-04-25 17:53:46",0.77272,5,hanamekonenn
9238,13729178,"Jay Kim #4","2025-04-26 02:33:14",0.77272,1,jaykimj
9239,13729181,parkjuwon,"2025-04-26 02:33:34",0.77272,1,jwon0314
9240,13729475,"Yamini #3","2025-04-26 05:10:12",0.77272,2,coolbeans23
9241,13177346,TharakaParthiban,"2025-04-26 06:53:11",0.77272,1,tharakaparthiban
9242,13729952,Meme555,"2025-04-26 08:50:36",0.77272,10,meme555
9243,13730129,"Kwanhui Park","2025-04-26 08:49:24",0.77272,1,kwanhuipark
9244,13731032,"Raghad Baselm","2025-04-26 13:26:23",0.77272,1,raghadbaselm
9245,13731358,"Akram Kimou","2025-04-28 09:52:12",0.77272,4,akramkimou
9246,13731503,Meffiu,"2025-04-26 15:54:17",0.77272,1,meffiu
9247,13731748,"Felipe Ríos #2","2025-04-26 17:15:39",0.77272,1,ingelecpuc
9248,6286593,"Farrukh Kamalov","2025-04-27 08:11:30",0.77272,10,farrukhkamalov
9249,13732975,"Kwon Dokyun","2025-04-27 10:51:39",0.77272,3,kwondokyun
9250,13514967,"TOMO #3","2025-04-27 09:38:57",0.77272,8,kawasetomoyuki
9251,13734012,"priyanshu parmar","2025-04-27 10:12:11",0.77272,1,priyanshuparmar02
9252,13735323,"Jenna Epstein","2025-05-05 18:20:42",0.77272,12,jennaepstein
9253,13735534,"Stefan Maftei","2025-04-27 19:55:12",0.77272,3,stefanmaftei
9254,13731808,"Malta Latte","2025-04-27 18:03:55",0.77272,2,maltalatte
9255,9588758,"Martin Ignatov","2025-04-27 19:48:07",0.77272,3,martinignatov
9256,13579096,"Said Sariolghalam","2025-04-27 22:26:01",0.77272,1,saidsariolghalam
9257,13736270,"Nour Elhashash","2025-04-27 23:12:25",0.77272,2,nourelhashash
9258,13736967,jinmini,"2025-04-28 03:36:25",0.77272,1,jinmini
9259,13669445,tangzimu,"2025-05-19 09:19:20",0.77272,3,tangzimu0011
9260,13514061,TXORay,"2025-04-28 13:46:40",0.77272,3,txoray
9261,13739341,"Lesandu Hettiarachchi","2025-04-28 14:52:46",0.77272,10,lesanduhettiarachchi
9262,13528826,Roman@Ahmed,"2025-04-28 15:10:41",0.77272,4,romanahmed2024
9263,9617212,"Kirubananth Sankar","2025-05-04 11:13:37",0.77272,3,kirubananthsankar
9264,4197326,"Ryo Koibuchi","2025-05-29 12:24:28",0.77272,4,ryokoibuchi
9265,13741942,johnson542,"2025-04-29 04:35:07",0.77272,5,johnson542
9266,13606950,"Luke Elliott","2025-05-05 03:54:31",0.77272,7,lukeelliott85
9267,13743403,anyiqi,"2025-04-30 09:20:31",0.77272,8,anyiqi
9268,13743994,"Amirhossein Hanifi","2025-04-29 09:30:24",0.77272,3,amhhanifi
9269,13745397,"Ulvi Sharifzade","2025-04-29 15:06:50",0.77272,1,ulvisharifzade
9270,13699295,"franchesca morel","2025-04-29 16:39:43",0.77272,8,franchescamorel
9271,13735679,"Natalia Allen","2025-04-30 04:41:52",0.77272,6,nataliaallen
9272,13746435,DumiMabula,"2025-04-29 19:56:52",0.77272,4,dumimabula
9273,13747458,"Sophie Cichomska","2025-04-30 02:32:04",0.77272,5,sophiecichomska
9274,13747293,Keigle40c,"2025-05-01 01:09:56",0.77272,5,keigle40c
9275,13748323,"Mohammed Amaan Ul Bari","2025-04-30 06:39:10",0.77272,8,mohammedamaanulbari
9276,13730979,"Yueqiuchi Yu","2025-05-01 05:28:19",0.77272,7,yueqiuchiyu
9277,13749921,"Barry #2","2025-04-30 13:38:02",0.77272,1,barryhh
9278,13751364,"Данила Крохалев","2025-04-30 20:59:22",0.77272,1,skeletonik
9279,11671000,Akshay.Suresh2,"2025-05-01 03:27:11",0.77272,8,akshaysuresh2
9280,13747194,Chmoore,"2025-05-01 18:05:05",0.77272,5,chmoore
9281,13740691,"Magda Ursulean","2025-05-01 10:22:47",0.77272,10,magdaursulean
9282,13753977,"Fengrui Liu","2025-05-01 10:50:52",0.77272,6,ultramarel
9283,13754750,"bee deek","2025-05-01 13:46:49",0.77272,1,beedeek
9284,13744174,"Julia Gaylard","2025-05-01 15:03:26",0.77272,3,juliagaylard
9285,13568808,kimwon0614,"2025-05-02 05:47:06",0.77272,1,kimwon0614
9286,13758867,"Yuki NISHII","2025-05-09 08:54:13",0.77272,12,yukinishii
9287,13760719,"SEVDE DURAK","2025-05-02 18:28:08",0.77272,1,sevdedrk
9288,13762067,"Alexandr K","2025-05-03 04:45:48",0.77272,1,akalmyk
9289,13762155,"Sandepogu Sudeepthi","2025-05-03 05:16:38",0.77272,1,sandepogusudeepthi
9290,13762339,"Corentin Ferreira","2025-05-03 06:38:17",0.77272,1,corentinferreira
9291,13762743,huhaoyang123,"2025-05-03 10:07:24",0.77272,8,huhaoyang123
9292,13763705,"John Markovich","2025-05-03 13:50:25",0.77272,1,johnmarkovich
9293,13764560,"Bahora Ermatova","2025-05-03 17:49:03",0.77272,1,bahoraermatova2011
9294,13764765,Sam10riddh,"2025-05-03 19:52:24",0.77272,2,sam10riddh
9295,13764556,"Laurian Iacob","2025-05-03 19:36:30",0.77272,2,laurianiacob
9296,13765144,"Oleh Yarosh (Katawa)","2025-05-04 05:47:47",0.77272,3,olehyaroshkatawa
9297,13766330,hpchang.tw,"2025-05-19 13:53:02",0.77272,22,hpchangtw
9298,13766753,"[Deleted] 6fcdeed3-5fdd-4b81-a942-a21ee38f008b","2025-05-04 09:55:35",0.77272,2,del=9e50c09f147bd83d
9299,13284827,"Maria Ramirez #2","2025-05-04 20:14:25",0.77272,6,mariaramirez06
9300,13765254,"Siam Hasan","2025-05-04 20:30:48",0.77272,8,siamhasan
9301,13276975,Armando1994cv,"2025-05-11 04:56:33",0.77272,2,armando1994cv
9302,12087217,"Tomasz Koczar","2025-05-05 00:10:22",0.77272,13,tomaszkoczar
9303,13766664,"Joshua Singh","2025-05-05 05:01:10",0.77272,3,joshuasingh
9304,13769497,masaki0219,"2025-05-05 05:51:38",0.77272,5,masaki0219
9305,13771320,"Арзу Байрамова","2025-05-05 11:46:43",0.77272,3,arzushka
9306,13771979,"Ahmed khalil Kouki","2025-05-05 13:59:13",0.77272,2,ahmedkhalilkouki
9307,13769602,s-inoue0108,"2025-05-05 16:18:32",0.77272,7,sinoue0108
9308,13773349,athora,"2025-05-19 15:21:10",0.77272,5,athora
9309,13773792,"Kwame Ford","2025-05-05 22:01:50",0.77272,2,kwameford
9310,13402769,"Michael Shepherd","2025-05-06 00:35:18",0.77272,2,shephmic
9311,13774054,"Bartek Chmiel","2025-05-06 01:06:10",0.77272,6,bartekchmiel
9312,13774609,"Philip Ismail","2025-05-07 17:23:54",0.77272,5,philipismail
9313,13775244,bofanhong,"2025-05-06 05:52:17",0.77272,1,bofanhong
9314,6682180,HISA_TAJIF,"2025-05-06 12:55:09",0.77272,7,hisatajif
9315,13760575,yashj211106,"2025-05-06 14:27:53",0.77272,4,yashj211106
9316,13722710,"Shup Liu","2025-05-06 21:06:40",0.77272,10,shupliu
9317,13780615,"Paul Nelson","2025-05-19 16:41:14",0.77272,8,paulnelson
9318,13782297,"Miguel Melo Ochoa","2025-05-10 02:41:59",0.77272,6,miguelmeloochoa
